scenario,run-number,value,final,min,max,mean,ticks
A,13,R0-SEI,8.375,0,15.75,8.628955696,1500
A,13,attack-rate,75,0,100,68.19620253,1500
A,13,sum [overall-infection] of turtles,1646,0,1646,814.3590939,1500
A,13,sum [forest-infected] of turtles,103,0,103,51.51632245,1500
A,13,sum [HDR-infected] of turtles,318,0,318,164.2791472,1500
A,13,sum [MDR-infected] of turtles,606,0,606,300.5876083,1500
A,13,sum [natural-infected] of turtles,0,0,0,0,1500
A,13,sum [road-infected] of turtles,75,0,75,39.33910726,1500
A,13,sum [forest-edge-infected] of turtles,153,0,153,74.35776149,1500
A,13,sum [industrial-infected] of turtles,2,0,2,0.219853431,1500
A,13,sum [institutional-infected] of turtles,39,0,39,19.01332445,1500
A,13,sum [commercial-infected] of turtles,200,0,200,95.64023984,1500
A,13,sum [landscaped-green-area-infected] of turtles,150,0,150,69.40572951,1500
A,14,R0-SEI,4.3125,0,7.25,4.580238175,1500
A,14,attack-rate,87.5,0,100,72.08111259,1500
A,14,sum [overall-infection] of turtles,816,0,816,426.4277149,1500
A,14,sum [forest-infected] of turtles,178,0,178,97.94936709,1500
A,14,sum [HDR-infected] of turtles,117,0,117,58.81678881,1500
A,14,sum [MDR-infected] of turtles,236,0,236,130.9293804,1500
A,14,sum [natural-infected] of turtles,0,0,0,0,1500
A,14,sum [road-infected] of turtles,23,0,23,9.485676216,1500
A,14,sum [forest-edge-infected] of turtles,56,0,56,32.59626915,1500
A,14,sum [industrial-infected] of turtles,4,0,4,1.265822785,1500
A,14,sum [institutional-infected] of turtles,21,0,21,9.487008661,1500
A,14,sum [commercial-infected] of turtles,69,0,69,30.12325117,1500
A,14,sum [landscaped-green-area-infected] of turtles,112,0,112,55.77415057,1500
A,15,R0-SEI,2.9375,0,8.5,4.334027315,1500
A,15,attack-rate,43.75,0,100,68.8832445,1500
A,15,sum [overall-infection] of turtles,746,0,746,381.0379747,1500
A,15,sum [forest-infected] of turtles,184,0,184,88.31112592,1500
A,15,sum [HDR-infected] of turtles,77,0,77,42.76149234,1500
A,15,sum [MDR-infected] of turtles,246,0,246,129.08994,1500
A,15,sum [natural-infected] of turtles,0,0,0,0,1500
A,15,sum [road-infected] of turtles,24,0,24,11.2338441,1500
A,15,sum [forest-edge-infected] of turtles,49,0,49,21.76748834,1500
A,15,sum [industrial-infected] of turtles,2,0,2,1.227181879,1500
A,15,sum [institutional-infected] of turtles,36,0,36,20.09660227,1500
A,15,sum [commercial-infected] of turtles,48,0,48,24.73017988,1500
A,15,sum [landscaped-green-area-infected] of turtles,80,0,80,41.82011992,1500
A,16,R0-SEI,7.3125,0,9.125,5.847809793,1500
A,16,attack-rate,75,0,100,71.71469021,1500
A,16,sum [overall-infection] of turtles,991,0,991,497.3830779,1500
A,16,sum [forest-infected] of turtles,156,0,156,77.9053964,1500
A,16,sum [HDR-infected] of turtles,138,0,138,68.72351765,1500
A,16,sum [MDR-infected] of turtles,350,0,350,177.1685543,1500
A,16,sum [natural-infected] of turtles,0,0,0,0,1500
A,16,sum [road-infected] of turtles,33,0,33,15.14656895,1500
A,16,sum [forest-edge-infected] of turtles,50,0,50,21.61025983,1500
A,16,sum [industrial-infected] of turtles,1,0,1,0.843437708,1500
A,16,sum [institutional-infected] of turtles,47,0,47,26.25716189,1500
A,16,sum [commercial-infected] of turtles,100,0,100,54.77081945,1500
A,16,sum [landscaped-green-area-infected] of turtles,116,0,116,54.95736176,1500
A,17,R0-SEI,4.875,0,7.4375,4.199242172,1500
A,17,attack-rate,75,0,100,65.83527648,1500
A,17,sum [overall-infection] of turtles,813,0,813,386.0746169,1500
A,17,sum [forest-infected] of turtles,224,0,224,106.1698867,1500
A,17,sum [HDR-infected] of turtles,86,0,86,45.41239174,1500
A,17,sum [MDR-infected] of turtles,229,0,229,104.8214524,1500
A,17,sum [natural-infected] of turtles,0,0,0,0,1500
A,17,sum [road-infected] of turtles,44,0,44,20.16255829,1500
A,17,sum [forest-edge-infected] of turtles,43,0,43,22.86275816,1500
A,17,sum [industrial-infected] of turtles,0,0,0,0,1500
A,17,sum [institutional-infected] of turtles,24,0,24,9.483677548,1500
A,17,sum [commercial-infected] of turtles,86,0,86,36.94403731,1500
A,17,sum [landscaped-green-area-infected] of turtles,77,0,77,40.21785476,1500
A,18,R0-SEI,5.0625,0,6,3.945911059,1500
A,18,attack-rate,81.25,0,100,72.47251832,1500
A,18,sum [overall-infection] of turtles,747,0,747,387.5036642,1500
A,18,sum [forest-infected] of turtles,171,0,171,88.89873418,1500
A,18,sum [HDR-infected] of turtles,66,0,66,33.60093271,1500
A,18,sum [MDR-infected] of turtles,245,0,245,127.3377748,1500
A,18,sum [natural-infected] of turtles,0,0,0,0,1500
A,18,sum [road-infected] of turtles,57,0,57,27.16255829,1500
A,18,sum [forest-edge-infected] of turtles,47,0,47,26.28847435,1500
A,18,sum [industrial-infected] of turtles,3,0,3,2.401732179,1500
A,18,sum [institutional-infected] of turtles,4,0,4,2.052631579,1500
A,18,sum [commercial-infected] of turtles,95,0,95,48.96802132,1500
A,18,sum [landscaped-green-area-infected] of turtles,59,0,59,30.7928048,1500
A,19,R0-SEI,6.0625,0,7.3125,4.674050633,1500
A,19,attack-rate,75,0,100,72.19353764,1500
A,19,sum [overall-infection] of turtles,840,0,840,385.2291805,1500
A,19,sum [forest-infected] of turtles,189,0,189,89.95336442,1500
A,19,sum [HDR-infected] of turtles,64,0,64,33.82744837,1500
A,19,sum [MDR-infected] of turtles,264,0,264,121.9320453,1500
A,19,sum [natural-infected] of turtles,0,0,0,0,1500
A,19,sum [road-infected] of turtles,65,0,65,27.06728847,1500
A,19,sum [forest-edge-infected] of turtles,41,0,41,17.70819454,1500
A,19,sum [industrial-infected] of turtles,1,0,1,0.422385077,1500
A,19,sum [institutional-infected] of turtles,95,0,95,38.48500999,1500
A,19,sum [commercial-infected] of turtles,68,0,68,30.60159893,1500
A,19,sum [landscaped-green-area-infected] of turtles,53,0,53,25.23184544,1500
A,20,R0-SEI,4.125,0,7.5,4.542263491,1500
A,20,attack-rate,87.5,0,93.75,68.37108594,1500
A,20,sum [overall-infection] of turtles,706,0,706,360.4983344,1500
A,20,sum [forest-infected] of turtles,219,0,219,115.4976682,1500
A,20,sum [HDR-infected] of turtles,63,0,63,28.76748834,1500
A,20,sum [MDR-infected] of turtles,174,0,174,88.32711526,1500
A,20,sum [natural-infected] of turtles,0,0,0,0,1500
A,20,sum [road-infected] of turtles,24,0,24,10.91872085,1500
A,20,sum [forest-edge-infected] of turtles,53,0,53,26.16389074,1500
A,20,sum [industrial-infected] of turtles,5,0,5,3.114590273,1500
A,20,sum [institutional-infected] of turtles,19,0,19,8.908061292,1500
A,20,sum [commercial-infected] of turtles,54,0,54,28.41838774,1500
A,20,sum [landscaped-green-area-infected] of turtles,95,0,95,50.38241173,1500
A,21,R0-SEI,4.375,0,8.25,3.962400067,1500
A,21,attack-rate,62.5,0,93.75,64.40706196,1500
A,21,sum [overall-infection] of turtles,727,0,727,355.7948035,1500
A,21,sum [forest-infected] of turtles,235,0,235,120.4510326,1500
A,21,sum [HDR-infected] of turtles,73,0,73,37.94270486,1500
A,21,sum [MDR-infected] of turtles,189,0,189,90.46635576,1500
A,21,sum [natural-infected] of turtles,0,0,0,0,1500
A,21,sum [road-infected] of turtles,39,0,39,15.76349101,1500
A,21,sum [forest-edge-infected] of turtles,41,0,41,21.52165223,1500
A,21,sum [industrial-infected] of turtles,3,0,3,0.298467688,1500
A,21,sum [institutional-infected] of turtles,40,0,40,21.84077282,1500
A,21,sum [commercial-infected] of turtles,61,0,61,27.60692871,1500
A,21,sum [landscaped-green-area-infected] of turtles,46,0,46,19.90339773,1500
A,22,R0-SEI,6.1875,0,6.1875,3.691788807,1500
A,22,attack-rate,62.5,0,93.75,70.84443704,1500
A,22,sum [overall-infection] of turtles,626,0,626,316.8221186,1500
A,22,sum [forest-infected] of turtles,221,0,221,109.0099933,1500
A,22,sum [HDR-infected] of turtles,63,0,63,35.56828781,1500
A,22,sum [MDR-infected] of turtles,168,0,168,85.86009327,1500
A,22,sum [natural-infected] of turtles,0,0,0,0,1500
A,22,sum [road-infected] of turtles,17,0,17,7.646902065,1500
A,22,sum [forest-edge-infected] of turtles,55,0,55,30.21452365,1500
A,22,sum [industrial-infected] of turtles,1,0,1,0.860759494,1500
A,22,sum [institutional-infected] of turtles,4,0,4,2.227181879,1500
A,22,sum [commercial-infected] of turtles,39,0,39,19.25116589,1500
A,22,sum [landscaped-green-area-infected] of turtles,58,0,58,26.18321119,1500
A,23,R0-SEI,3.0625,0,5.75,3.828281146,1500
A,23,attack-rate,81.25,0,100,73.5592938,1500
A,23,sum [overall-infection] of turtles,671,0,671,345.4290473,1500
A,23,sum [forest-infected] of turtles,162,0,162,78.09526982,1500
A,23,sum [HDR-infected] of turtles,67,0,67,34.72018654,1500
A,23,sum [MDR-infected] of turtles,214,0,214,115.4703531,1500
A,23,sum [natural-infected] of turtles,0,0,0,0,1500
A,23,sum [road-infected] of turtles,23,0,23,11.22851432,1500
A,23,sum [forest-edge-infected] of turtles,41,0,41,20.6095936,1500
A,23,sum [industrial-infected] of turtles,4,0,4,2.744836775,1500
A,23,sum [institutional-infected] of turtles,34,0,34,15.35376416,1500
A,23,sum [commercial-infected] of turtles,43,0,43,24.2011992,1500
A,23,sum [landscaped-green-area-infected] of turtles,83,0,83,43.00532978,1500
A,24,R0-SEI,4.0625,0,6.6875,4.126249167,1500
A,24,attack-rate,68.75,0,100,70.95686209,1500
A,24,sum [overall-infection] of turtles,757,0,757,385.7175217,1500
A,24,sum [forest-infected] of turtles,186,0,186,90.82611592,1500
A,24,sum [HDR-infected] of turtles,68,0,68,39.43037975,1500
A,24,sum [MDR-infected] of turtles,200,0,200,100.4650233,1500
A,24,sum [natural-infected] of turtles,0,0,0,0,1500
A,24,sum [road-infected] of turtles,42,0,42,23.08794137,1500
A,24,sum [forest-edge-infected] of turtles,67,0,67,33.19187209,1500
A,24,sum [industrial-infected] of turtles,6,0,6,2.950699534,1500
A,24,sum [institutional-infected] of turtles,40,0,40,19.26315789,1500
A,24,sum [commercial-infected] of turtles,63,0,63,32.89207195,1500
A,24,sum [landscaped-green-area-infected] of turtles,85,0,85,43.61025983,1500
A,25,R0-SEI,4.5,0,5.625,3.601307462,1500
A,25,attack-rate,81.25,0,93.75,67.07611592,1500
A,25,sum [overall-infection] of turtles,678,0,678,354.1072618,1500
A,25,sum [forest-infected] of turtles,198,0,198,109.0526316,1500
A,25,sum [HDR-infected] of turtles,60,0,60,27.64223851,1500
A,25,sum [MDR-infected] of turtles,233,0,233,121.7614923,1500
A,25,sum [natural-infected] of turtles,0,0,0,0,1500
A,25,sum [road-infected] of turtles,17,0,17,8.82811459,1500
A,25,sum [forest-edge-infected] of turtles,46,0,46,21.03397735,1500
A,25,sum [industrial-infected] of turtles,4,0,4,2.816788807,1500
A,25,sum [institutional-infected] of turtles,14,0,14,6.90473018,1500
A,25,sum [commercial-infected] of turtles,50,0,50,27.66155896,1500
A,25,sum [landscaped-green-area-infected] of turtles,56,0,56,28.40572951,1500
A,26,R0-SEI,3.75,0,7,4.727639907,1500
A,26,attack-rate,68.75,0,93.75,69.98251166,1500
A,26,sum [overall-infection] of turtles,857,0,857,453.5816123,1500
A,26,sum [forest-infected] of turtles,165,0,165,85.17188541,1500
A,26,sum [HDR-infected] of turtles,68,0,68,36.82478348,1500
A,26,sum [MDR-infected] of turtles,282,0,282,148.1012658,1500
A,26,sum [natural-infected] of turtles,0,0,0,0,1500
A,26,sum [road-infected] of turtles,35,0,35,17.20453031,1500
A,26,sum [forest-edge-infected] of turtles,78,0,78,44.84743504,1500
A,26,sum [industrial-infected] of turtles,1,0,1,0.704197202,1500
A,26,sum [institutional-infected] of turtles,26,0,26,12.7188541,1500
A,26,sum [commercial-infected] of turtles,136,0,136,71.94270486,1500
A,26,sum [landscaped-green-area-infected] of turtles,66,0,66,36.06595603,1500
A,27,R0-SEI,4.25,0,7.6875,4.244462025,1500
A,27,attack-rate,56.25,0,93.75,68.8416056,1500
A,27,sum [overall-infection] of turtles,721,0,721,368.6302465,1500
A,27,sum [forest-infected] of turtles,209,0,209,105.3690873,1500
A,27,sum [HDR-infected] of turtles,77,0,77,36.75682878,1500
A,27,sum [MDR-infected] of turtles,167,0,167,84.74616922,1500
A,27,sum [natural-infected] of turtles,0,0,0,0,1500
A,27,sum [road-infected] of turtles,39,0,39,19.98401066,1500
A,27,sum [forest-edge-infected] of turtles,44,0,44,20.22118588,1500
A,27,sum [industrial-infected] of turtles,3,0,3,1.492338441,1500
A,27,sum [institutional-infected] of turtles,17,0,17,8.63224517,1500
A,27,sum [commercial-infected] of turtles,79,0,79,42.35043304,1500
A,27,sum [landscaped-green-area-infected] of turtles,86,0,86,49.07794803,1500
A,28,R0-SEI,0.125,0,0.125,0.082386364,43
