scenario,run-number,value,final,min,max,mean,ticks
A,96,sum [HDR-infected] of turtles,12,0,12,5.568954031,1500
A,96,sum [MDR-infected] of turtles,41,0,41,17.28181213,1500
A,96,sum [open-area-infected] of turtles,95,0,95,44.72818121,1500
A,96,sum [road-infected] of turtles,2,0,2,0.729513658,1500
A,96,sum [forest-edge-infected] of turtles,106,0,106,55.99200533,1500
A,97,R0-SEI,2.625,0,3.3125,2.15702032,1500
A,97,attack-rate,87.5,0,100,63.72001999,1500
A,97,sum [overall-infection] of turtles,416,0,416,209.2451699,1500
A,97,sum [forest-infected] of turtles,222,0,222,114.5769487,1500
A,97,sum [HDR-infected] of turtles,7,0,7,3.850099933,1500
A,97,sum [MDR-infected] of turtles,41,0,41,18.84743504,1500
A,97,sum [open-area-infected] of turtles,103,0,103,51.18854097,1500
A,97,sum [road-infected] of turtles,0,0,0,0,1500
A,97,sum [forest-edge-infected] of turtles,43,0,43,20.78214524,1500
A,98,R0-SEI,2.75,0,4.375,2.387116922,1500
A,98,attack-rate,68.75,0,93.75,63.96985343,1500
A,98,sum [overall-infection] of turtles,416,0,416,203.9953364,1500
A,98,sum [forest-infected] of turtles,219,0,219,99.67621586,1500
A,98,sum [HDR-infected] of turtles,5,0,5,2.159893404,1500
A,98,sum [MDR-infected] of turtles,41,0,41,23.32311792,1500
A,98,sum [open-area-infected] of turtles,104,0,104,55.44237175,1500
A,98,sum [road-infected] of turtles,0,0,0,0,1500
A,98,sum [forest-edge-infected] of turtles,47,0,47,23.39373751,1500
A,99,R0-SEI,0,0,0,0,23
A,99,attack-rate,0,0,6.25,5.729166667,23
A,99,sum [overall-infection] of turtles,0,0,0,0,23
A,99,sum [forest-infected] of turtles,0,0,0,0,23
A,99,sum [HDR-infected] of turtles,0,0,0,0,23
A,99,sum [MDR-infected] of turtles,0,0,0,0,23
A,99,sum [open-area-infected] of turtles,0,0,0,0,23
A,99,sum [road-infected] of turtles,0,0,0,0,23
A,99,sum [forest-edge-infected] of turtles,0,0,0,0,23
A,100,R0-SEI,2.875,0,3.8125,2.404980013,1500
A,100,attack-rate,50,0,100,62.90806129,1500
A,100,sum [overall-infection] of turtles,440,0,440,219.4290473,1500
A,100,sum [forest-infected] of turtles,218,0,218,109.6895403,1500
A,100,sum [HDR-infected] of turtles,4,0,4,2.101265823,1500
A,100,sum [MDR-infected] of turtles,49,0,49,24.82078614,1500
A,100,sum [open-area-infected] of turtles,134,0,134,66.82478348,1500
A,100,sum [road-infected] of turtles,1,0,1,0.168554297,1500
A,100,sum [forest-edge-infected] of turtles,34,0,34,15.82411726,1500
D,201,R0-SEI,1.4375,0,3.5,1.980346436,1500
D,201,attack-rate,56.25,0,100,64.03647568,1500
D,201,sum [overall-infection] of turtles,335,0,335,181.0099933,1500
D,201,sum [forest-infected] of turtles,163,0,163,89.51965356,1500
D,201,sum [HDR-infected] of turtles,4,0,4,1.316455696,1500
D,201,sum [MDR-infected] of turtles,51,0,51,29.80079947,1500
D,201,sum [open-area-infected] of turtles,97,0,97,49.57561626,1500
D,201,sum [road-infected] of turtles,0,0,0,0,1500
D,201,sum [forest-edge-infected] of turtles,20,0,20,10.79746835,1500
D,202,R0-SEI,3,0,4,1.950324783,1500
D,202,attack-rate,81.25,0,87.5,59.63524317,1500
D,202,sum [overall-infection] of turtles,356,0,356,154.407062,1500
D,202,sum [forest-infected] of turtles,164,0,164,71.21052632,1500
D,202,sum [HDR-infected] of turtles,2,0,2,1.121252498,1500
D,202,sum [MDR-infected] of turtles,49,0,49,22.33577615,1500
D,202,sum [open-area-infected] of turtles,126,0,126,54.91072618,1500
D,202,sum [road-infected] of turtles,0,0,0,0,1500
D,202,sum [forest-edge-infected] of turtles,15,0,15,4.828780813,1500
D,203,R0-SEI,2.5625,0,3.625,1.708735843,1500
D,203,attack-rate,68.75,0,93.75,58.50682878,1500
D,203,sum [overall-infection] of turtles,364,0,364,184.5616256,1500
D,203,sum [forest-infected] of turtles,202,0,202,102.4230513,1500
D,203,sum [HDR-infected] of turtles,9,0,9,5.471685543,1500
D,203,sum [MDR-infected] of turtles,35,0,35,18.96602265,1500
D,203,sum [open-area-infected] of turtles,100,0,100,49.00999334,1500
D,203,sum [road-infected] of turtles,0,0,0,0,1500
D,203,sum [forest-edge-infected] of turtles,18,0,18,8.690872751,1500
D,204,R0-SEI,1.6875,0,3.9375,2.214773484,1500
D,204,attack-rate,68.75,0,93.75,58.80662891,1500
D,204,sum [overall-infection] of turtles,362,0,362,174.0499667,1500
D,204,sum [forest-infected] of turtles,178,0,178,78.23451033,1500
D,204,sum [HDR-infected] of turtles,5,0,5,3.389073951,1500
D,204,sum [MDR-infected] of turtles,30,0,30,16.0946036,1500
D,204,sum [open-area-infected] of turtles,129,0,129,65.82078614,1500
D,204,sum [road-infected] of turtles,0,0,0,0,1500
D,204,sum [forest-edge-infected] of turtles,20,0,20,10.51099267,1500
D,205,R0-SEI,2.3125,0,3.5625,2.246419054,1500
D,205,attack-rate,81.25,0,100,68.29197202,1500
D,205,sum [overall-infection] of turtles,315,0,315,157.562958,1500
D,205,sum [forest-infected] of turtles,165,0,165,84.54297135,1500
D,205,sum [HDR-infected] of turtles,2,0,2,1.315123251,1500
D,205,sum [MDR-infected] of turtles,12,0,12,4.580946036,1500
D,205,sum [open-area-infected] of turtles,113,0,113,56.07061959,1500
D,205,sum [road-infected] of turtles,0,0,0,0,1500
D,205,sum [forest-edge-infected] of turtles,23,0,23,11.0532978,1500
D,206,R0-SEI,1.5625,0,3.375,2.13416056,1500
D,206,attack-rate,62.5,0,100,65.86442372,1500
D,206,sum [overall-infection] of turtles,346,0,346,178.661559,1500
D,206,sum [forest-infected] of turtles,180,0,180,89.83944037,1500
D,206,sum [HDR-infected] of turtles,5,0,5,3.746835443,1500
D,206,sum [MDR-infected] of turtles,16,0,16,8.480346436,1500
D,206,sum [open-area-infected] of turtles,113,0,113,61.37441706,1500
D,206,sum [road-infected] of turtles,1,0,1,0.764823451,1500
D,206,sum [forest-edge-infected] of turtles,31,0,31,14.4556962,1500
D,207,R0-SEI,0.0625,0,0.0625,0.057291667,11
D,207,attack-rate,0,0,6.25,5.208333333,11
D,207,sum [overall-infection] of turtles,1,0,1,0.916666667,11
D,207,sum [forest-infected] of turtles,0,0,0,0,11
D,207,sum [HDR-infected] of turtles,0,0,0,0,11
D,207,sum [MDR-infected] of turtles,0,0,0,0,11
D,207,sum [open-area-infected] of turtles,1,0,1,0.916666667,11
D,207,sum [road-infected] of turtles,0,0,0,0,11
D,207,sum [forest-edge-infected] of turtles,0,0,0,0,11
D,208,R0-SEI,0,0,0,0,5
D,208,attack-rate,0,0,6.25,4.166666667,5
D,208,sum [overall-infection] of turtles,0,0,0,0,5
D,208,sum [forest-infected] of turtles,0,0,0,0,5
D,208,sum [HDR-infected] of turtles,0,0,0,0,5
D,208,sum [MDR-infected] of turtles,0,0,0,0,5
D,208,sum [open-area-infected] of turtles,0,0,0,0,5
D,208,sum [road-infected] of turtles,0,0,0,0,5
D,208,sum [forest-edge-infected] of turtles,0,0,0,0,5
D,209,R0-SEI,0,0,0,0,15
D,209,attack-rate,0,0,6.25,5.46875,15
D,209,sum [overall-infection] of turtles,0,0,0,0,15
D,209,sum [forest-infected] of turtles,0,0,0,0,15
D,209,sum [HDR-infected] of turtles,0,0,0,0,15
D,209,sum [MDR-infected] of turtles,0,0,0,0,15
D,209,sum [open-area-infected] of turtles,0,0,0,0,15
D,209,sum [road-infected] of turtles,0,0,0,0,15
D,209,sum [forest-edge-infected] of turtles,0,0,0,0,15
D,210,R0-SEI,0,0,0,0,3
D,210,attack-rate,0,0,6.25,3.125,3
D,210,sum [overall-infection] of turtles,0,0,0,0,3
D,210,sum [forest-infected] of turtles,0,0,0,0,3
D,210,sum [HDR-infected] of turtles,0,0,0,0,3
D,210,sum [MDR-infected] of turtles,0,0,0,0,3
D,210,sum [open-area-infected] of turtles,0,0,0,0,3
D,210,sum [road-infected] of turtles,0,0,0,0,3
D,210,sum [forest-edge-infected] of turtles,0,0,0,0,3
D,211,R0-SEI,2.5625,0,3.1875,2.034018987,1500
D,211,attack-rate,68.75,0,93.75,58.82328448,1500
D,211,sum [overall-infection] of turtles,395,0,395,188.0632911,1500
D,211,sum [forest-infected] of turtles,180,0,180,87.93937375,1500
D,211,sum [HDR-infected] of turtles,6,0,6,0.63224517,1500
D,211,sum [MDR-infected] of turtles,46,0,46,19.51499001,1500
D,211,sum [open-area-infected] of turtles,144,0,144,72.00066622,1500
D,211,sum [road-infected] of turtles,1,0,1,0.221852099,1500
D,211,sum [forest-edge-infected] of turtles,18,0,18,7.754163891,1500
D,212,R0-SEI,0.25,0,0.25,0.162990196,50
D,212,attack-rate,0,0,6.25,6.004901961,50
D,212,sum [overall-infection] of turtles,4,0,4,2.607843137,50
D,212,sum [forest-infected] of turtles,1,0,1,0.294117647,50
D,212,sum [HDR-infected] of turtles,0,0,0,0,50
D,212,sum [MDR-infected] of turtles,0,0,0,0,50
D,212,sum [open-area-infected] of turtles,3,0,3,2.31372549,50
D,212,sum [road-infected] of turtles,0,0,0,0,50
D,212,sum [forest-edge-infected] of turtles,0,0,0,0,50
D,213,R0-SEI,1.5,0,3.5,1.853181213,1500
D,213,attack-rate,43.75,0,93.75,62.49583611,1500
D,213,sum [overall-infection] of turtles,355,0,355,169.3750833,1500
D,213,sum [forest-infected] of turtles,179,0,179,91.62891406,1500
D,213,sum [HDR-infected] of turtles,5,0,5,1.129247169,1500
D,213,sum [MDR-infected] of turtles,26,0,26,11.03131246,1500
D,213,sum [open-area-infected] of turtles,129,0,129,59.09127249,1500
D,213,sum [road-infected] of turtles,0,0,0,0,1500
D,213,sum [forest-edge-infected] of turtles,16,0,16,6.494337109,1500
D,214,R0-SEI,1.875,0,3.9375,1.917055296,1500
D,214,attack-rate,81.25,0,93.75,64.73184544,1500
D,214,sum [overall-infection] of turtles,332,0,332,161.8520986,1500
D,214,sum [forest-infected] of turtles,155,0,155,74.24650233,1500
D,214,sum [HDR-infected] of turtles,7,0,7,3.124583611,1500
D,214,sum [MDR-infected] of turtles,24,0,24,12.7928048,1500
D,214,sum [open-area-infected] of turtles,126,0,126,61.39973351,1500
D,214,sum [road-infected] of turtles,2,0,2,0.947368421,1500
D,214,sum [forest-edge-infected] of turtles,18,0,18,9.341105929,1500
D,215,R0-SEI,2.1875,0,3.0625,1.88603431,1500
D,215,attack-rate,68.75,0,100,65.43970686,1500
D,215,sum [overall-infection] of turtles,339,0,339,163.2218521,1500
D,215,sum [forest-infected] of turtles,160,0,160,76.14856762,1500
D,215,sum [HDR-infected] of turtles,10,0,10,4.376415723,1500
D,215,sum [MDR-infected] of turtles,31,0,31,14.41439041,1500
D,215,sum [open-area-infected] of turtles,108,0,108,51.22051965,1500
D,215,sum [road-infected] of turtles,2,0,2,0.948034644,1500
D,215,sum [forest-edge-infected] of turtles,28,0,28,16.11392405,1500
D,216,R0-SEI,2.625,0,3.625,2.121668887,1500
D,216,attack-rate,56.25,0,100,63.65339773,1500
D,216,sum [overall-infection] of turtles,347,0,347,166.2658228,1500
D,216,sum [forest-infected] of turtles,168,0,168,78.15056629,1500
D,216,sum [HDR-infected] of turtles,4,0,4,1.067954697,1500
D,216,sum [MDR-infected] of turtles,21,0,21,9.333777482,1500
D,216,sum [open-area-infected] of turtles,129,0,129,64.37908061,1500
D,216,sum [road-infected] of turtles,1,0,1,0.343770819,1500
D,216,sum [forest-edge-infected] of turtles,24,0,24,12.99067288,1500
D,217,R0-SEI,1.625,0,3.3125,2.096852099,1500
D,217,attack-rate,62.5,0,93.75,64.15306462,1500
D,217,sum [overall-infection] of turtles,347,0,347,184.7121919,1500
D,217,sum [forest-infected] of turtles,181,0,181,100.42505,1500
D,217,sum [HDR-infected] of turtles,11,0,11,5.131245836,1500
D,217,sum [MDR-infected] of turtles,28,0,28,16.07061959,1500
D,217,sum [open-area-infected] of turtles,110,0,110,55.90339773,1500
D,217,sum [road-infected] of turtles,2,0,2,0.662225183,1500
D,217,sum [forest-edge-infected] of turtles,15,0,15,6.519653564,1500
D,218,R0-SEI,2.625,0,4.375,2.102348434,1500
D,218,attack-rate,68.75,0,93.75,62.0961026,1500
D,218,sum [overall-infection] of turtles,361,0,361,167.0939374,1500
D,218,sum [forest-infected] of turtles,161,0,161,75.6389074,1500
D,218,sum [HDR-infected] of turtles,6,0,6,3.435709527,1500
D,218,sum [MDR-infected] of turtles,37,0,37,15.74217189,1500
D,218,sum [open-area-infected] of turtles,124,0,124,57.33044637,1500
D,218,sum [road-infected] of turtles,3,0,3,1.940706196,1500
D,218,sum [forest-edge-infected] of turtles,30,0,30,13.005996,1500
D,219,R0-SEI,0.0625,0,0.0625,0.026041667,11
D,219,attack-rate,0,0,6.25,5.208333333,11
D,219,sum [overall-infection] of turtles,1,0,1,0.416666667,11
D,219,sum [forest-infected] of turtles,0,0,0,0,11
D,219,sum [HDR-infected] of turtles,0,0,0,0,11
D,219,sum [MDR-infected] of turtles,1,0,1,0.416666667,11
D,219,sum [open-area-infected] of turtles,0,0,0,0,11
D,219,sum [road-infected] of turtles,0,0,0,0,11
D,219,sum [forest-edge-infected] of turtles,0,0,0,0,11
D,220,R0-SEI,0,0,0,0,1
D,220,attack-rate,0,0,0,0,1
D,220,sum [overall-infection] of turtles,0,0,0,0,1
D,220,sum [forest-infected] of turtles,0,0,0,0,1
D,220,sum [HDR-infected] of turtles,0,0,0,0,1
D,220,sum [MDR-infected] of turtles,0,0,0,0,1
D,220,sum [open-area-infected] of turtles,0,0,0,0,1
D,220,sum [road-infected] of turtles,0,0,0,0,1
D,220,sum [forest-edge-infected] of turtles,0,0,0,0,1
D,221,R0-SEI,1.625,0,3.0625,1.939290473,1500
D,221,attack-rate,50,0,93.75,62.04613591,1500
D,221,sum [overall-infection] of turtles,338,0,338,180.1419054,1500
D,221,sum [forest-infected] of turtles,147,0,147,77.42638241,1500
D,221,sum [HDR-infected] of turtles,5,0,5,2.420386409,1500
D,221,sum [MDR-infected] of turtles,34,0,34,16.03864091,1500
D,221,sum [open-area-infected] of turtles,138,0,138,76.73550966,1500
D,221,sum [road-infected] of turtles,1,0,1,0.291805463,1500
D,221,sum [forest-edge-infected] of turtles,13,0,13,7.229180546,1500
D,222,R0-SEI,0,0,0,0,23
D,222,attack-rate,0,0,6.25,5.729166667,23
D,222,sum [overall-infection] of turtles,0,0,0,0,23
D,222,sum [forest-infected] of turtles,0,0,0,0,23
D,222,sum [HDR-infected] of turtles,0,0,0,0,23
D,222,sum [MDR-infected] of turtles,0,0,0,0,23
D,222,sum [open-area-infected] of turtles,0,0,0,0,23
D,222,sum [road-infected] of turtles,0,0,0,0,23
D,222,sum [forest-edge-infected] of turtles,0,0,0,0,23
D,223,R0-SEI,1.9375,0,3.375,2.026565623,1500
D,223,attack-rate,75,0,100,65.5146569,1500
D,223,sum [overall-infection] of turtles,310,0,310,153.9253831,1500
D,223,sum [forest-infected] of turtles,163,0,163,80.21718854,1500
D,223,sum [HDR-infected] of turtles,6,0,6,1.385742838,1500
D,223,sum [MDR-infected] of turtles,43,0,43,22.80279813,1500
D,223,sum [open-area-infected] of turtles,75,0,75,37.86942039,1500
D,223,sum [road-infected] of turtles,0,0,0,0,1500
D,223,sum [forest-edge-infected] of turtles,23,0,23,11.65023318,1500
D,224,R0-SEI,1.5,0,3.625,1.98550966,1500
D,224,attack-rate,62.5,0,93.75,60.23900733,1500
D,224,sum [overall-infection] of turtles,377,0,377,174.5289807,1500
D,224,sum [forest-infected] of turtles,176,0,176,82.90273151,1500
D,224,sum [HDR-infected] of turtles,3,0,3,1.763491006,1500
D,224,sum [MDR-infected] of turtles,57,0,57,24.33311126,1500
D,224,sum [open-area-infected] of turtles,124,0,124,59.38374417,1500
D,224,sum [road-infected] of turtles,0,0,0,0,1500
D,224,sum [forest-edge-infected] of turtles,17,0,17,6.145902732,1500
D,225,R0-SEI,0.0625,0,0.0625,0.001602564,38
D,225,attack-rate,0,0,6.25,5.929487179,38
D,225,sum [overall-infection] of turtles,1,0,1,0.025641026,38
D,225,sum [forest-infected] of turtles,1,0,1,0.025641026,38
D,225,sum [HDR-infected] of turtles,0,0,0,0,38
D,225,sum [MDR-infected] of turtles,0,0,0,0,38
D,225,sum [open-area-infected] of turtles,0,0,0,0,38
D,225,sum [road-infected] of turtles,0,0,0,0,38
D,225,sum [forest-edge-infected] of turtles,0,0,0,0,38
D,226,R0-SEI,0.25,0,0.25,0.079545455,32
D,226,attack-rate,0,0,6.25,5.871212121,32
D,226,sum [overall-infection] of turtles,4,0,4,1.272727273,32
D,226,sum [forest-infected] of turtles,0,0,0,0,32
D,226,sum [HDR-infected] of turtles,0,0,0,0,32
D,226,sum [MDR-infected] of turtles,2,0,2,0.242424242,32
D,226,sum [open-area-infected] of turtles,1,0,1,0.848484848,32
D,226,sum [road-infected] of turtles,0,0,0,0,32
D,226,sum [forest-edge-infected] of turtles,1,0,1,0.181818182,32
D,227,R0-SEI,0,0,0,0,95
D,227,attack-rate,0,0,6.25,6.119791667,95
D,227,sum [overall-infection] of turtles,0,0,0,0,95
D,227,sum [forest-infected] of turtles,0,0,0,0,95
D,227,sum [HDR-infected] of turtles,0,0,0,0,95
D,227,sum [MDR-infected] of turtles,0,0,0,0,95
D,227,sum [open-area-infected] of turtles,0,0,0,0,95
D,227,sum [road-infected] of turtles,0,0,0,0,95
D,227,sum [forest-edge-infected] of turtles,0,0,0,0,95
D,228,R0-SEI,2.8125,0,3.75,1.922593271,1500
D,228,attack-rate,81.25,0,100,64.51115923,1500
D,228,sum [overall-infection] of turtles,328,0,328,162.8647568,1500
D,228,sum [forest-infected] of turtles,160,0,160,82.67221852,1500
D,228,sum [HDR-infected] of turtles,6,0,6,3.295802798,1500
D,228,sum [MDR-infected] of turtles,33,0,33,17.39506995,1500
D,228,sum [open-area-infected] of turtles,124,0,124,56.88740839,1500
D,228,sum [road-infected] of turtles,1,0,1,0.860093271,1500
D,228,sum [forest-edge-infected] of turtles,4,0,4,1.754163891,1500
D,229,R0-SEI,2.1875,0,2.9375,1.739173884,1500
D,229,attack-rate,81.25,0,93.75,57.63657562,1500
D,229,sum [overall-infection] of turtles,313,0,313,145.8760826,1500
D,229,sum [forest-infected] of turtles,159,0,159,74.31978681,1500
D,229,sum [HDR-infected] of turtles,3,0,3,1.388407728,1500
D,229,sum [MDR-infected] of turtles,30,0,30,13.40306462,1500
D,229,sum [open-area-infected] of turtles,105,0,105,50.56362425,1500
D,229,sum [road-infected] of turtles,3,0,3,0.868754164,1500
D,229,sum [forest-edge-infected] of turtles,13,0,13,5.332445037,1500
D,230,R0-SEI,2,0,4.5625,2.175716189,1500
D,230,attack-rate,50,0,100,64.34043971,1500
D,230,sum [overall-infection] of turtles,378,0,378,180.8047968,1500
D,230,sum [forest-infected] of turtles,178,0,178,92.10792805,1500
D,230,sum [HDR-infected] of turtles,4,0,4,1.580946036,1500
D,230,sum [MDR-infected] of turtles,41,0,41,17.99733511,1500
D,230,sum [open-area-infected] of turtles,137,0,137,60.51965356,1500
D,230,sum [road-infected] of turtles,5,0,5,1.827448368,1500
D,230,sum [forest-edge-infected] of turtles,13,0,13,6.771485676,1500
D,231,R0-SEI,0.1875,0,0.25,0.109042553,93
D,231,attack-rate,0,0,18.75,8.909574468,93
D,231,sum [overall-infection] of turtles,6,0,6,2.319148936,93
D,231,sum [forest-infected] of turtles,5,0,5,2.308510638,93
D,231,sum [HDR-infected] of turtles,0,0,0,0,93
D,231,sum [MDR-infected] of turtles,0,0,0,0,93
D,231,sum [open-area-infected] of turtles,1,0,1,0.010638298,93
D,231,sum [road-infected] of turtles,0,0,0,0,93
D,231,sum [forest-edge-infected] of turtles,0,0,0,0,93
D,232,R0-SEI,1,0,2.9375,1.96302465,1500
D,232,attack-rate,50,0,93.75,61.34660227,1500
D,232,sum [overall-infection] of turtles,338,0,338,175.1139241,1500
D,232,sum [forest-infected] of turtles,172,0,172,89.43171219,1500
D,232,sum [HDR-infected] of turtles,7,0,7,3.399733511,1500
D,232,sum [MDR-infected] of turtles,28,0,28,14.52298468,1500
D,232,sum [open-area-infected] of turtles,111,0,111,57.72018654,1500
D,232,sum [road-infected] of turtles,2,0,2,0.674217189,1500
D,232,sum [forest-edge-infected] of turtles,18,0,18,9.36508994,1500
D,233,R0-SEI,1.25,0,3.625,2.180379747,1500
D,233,attack-rate,43.75,0,100,65.28147901,1500
D,233,sum [overall-infection] of turtles,377,0,377,208.3750833,1500
D,233,sum [forest-infected] of turtles,160,0,160,87.46369087,1500
D,233,sum [HDR-infected] of turtles,5,0,5,1.99467022,1500
D,233,sum [MDR-infected] of turtles,42,0,42,24.01265823,1500
D,233,sum [open-area-infected] of turtles,146,0,146,81.83011326,1500
D,233,sum [road-infected] of turtles,0,0,0,0,1500
D,233,sum [forest-edge-infected] of turtles,24,0,24,13.0739507,1500
D,234,R0-SEI,2.8125,0,3.5,2.501082612,1500
D,234,attack-rate,87.5,0,93.75,69.02481679,1500
D,234,sum [overall-infection] of turtles,357,0,357,175.7355097,1500
D,234,sum [forest-infected] of turtles,167,0,167,83.16922052,1500
D,234,sum [HDR-infected] of turtles,10,0,10,5.74350433,1500
D,234,sum [MDR-infected] of turtles,48,0,48,22.28914057,1500
D,234,sum [open-area-infected] of turtles,119,0,119,57.20986009,1500
D,234,sum [road-infected] of turtles,1,0,1,0.89407062,1500
D,234,sum [forest-edge-infected] of turtles,12,0,12,6.429713524,1500
D,235,R0-SEI,2.75,0,3.25,1.789515323,1500
D,235,attack-rate,68.75,0,87.5,58.72751499,1500
D,235,sum [overall-infection] of turtles,353,0,353,165.6702199,1500
D,235,sum [forest-infected] of turtles,170,0,170,83.96668887,1500
D,235,sum [HDR-infected] of turtles,11,0,11,4.982011992,1500
D,235,sum [MDR-infected] of turtles,45,0,45,19.85009993,1500
D,235,sum [open-area-infected] of turtles,110,0,110,49.59360426,1500
D,235,sum [road-infected] of turtles,0,0,0,0,1500
D,235,sum [forest-edge-infected] of turtles,17,0,17,7.27781479,1500
D,236,R0-SEI,0.125,0,0.125,0.0625,31
D,236,attack-rate,0,0,6.25,5.859375,31
D,236,sum [overall-infection] of turtles,2,0,2,1,31
D,236,sum [forest-infected] of turtles,0,0,0,0,31
D,236,sum [HDR-infected] of turtles,0,0,0,0,31
D,236,sum [MDR-infected] of turtles,0,0,0,0,31
D,236,sum [open-area-infected] of turtles,2,0,2,1,31
D,236,sum [road-infected] of turtles,0,0,0,0,31
D,236,sum [forest-edge-infected] of turtles,0,0,0,0,31
D,237,R0-SEI,3,0,3.3125,2.175632911,1500
D,237,attack-rate,68.75,0,100,68.33361093,1500
D,237,sum [overall-infection] of turtles,360,0,360,173.3957362,1500
D,237,sum [forest-infected] of turtles,166,0,166,78.70619587,1500
D,237,sum [HDR-infected] of turtles,9,0,9,7.324450366,1500
D,237,sum [MDR-infected] of turtles,30,0,30,15.48567622,1500
D,237,sum [open-area-infected] of turtles,134,0,134,61.28714191,1500
D,237,sum [road-infected] of turtles,2,0,2,1.371752165,1500
D,237,sum [forest-edge-infected] of turtles,19,0,19,9.220519654,1500
D,238,R0-SEI,2.75,0,3.8125,2.321577282,1500
D,238,attack-rate,62.5,0,87.5,56.31245836,1500
D,238,sum [overall-infection] of turtles,439,0,439,211.7608261,1500
D,238,sum [forest-infected] of turtles,187,0,187,82.42838108,1500
D,238,sum [HDR-infected] of turtles,12,0,12,5.753497668,1500
D,238,sum [MDR-infected] of turtles,53,0,53,28.26382412,1500
D,238,sum [open-area-infected] of turtles,150,0,150,74.92205197,1500
D,238,sum [road-infected] of turtles,0,0,0,0,1500
D,238,sum [forest-edge-infected] of turtles,37,0,37,20.39307129,1500
D,239,R0-SEI,0.0625,0,0.25,0.135,124
D,239,attack-rate,0,0,12.5,7.3,124
D,239,sum [overall-infection] of turtles,4,0,4,2.496,124
D,239,sum [forest-infected] of turtles,2,0,2,1.16,124
D,239,sum [HDR-infected] of turtles,0,0,0,0,124
D,239,sum [MDR-infected] of turtles,0,0,0,0,124
D,239,sum [open-area-infected] of turtles,1,0,1,0.792,124
D,239,sum [road-infected] of turtles,0,0,0,0,124
D,239,sum [forest-edge-infected] of turtles,1,0,1,0.544,124
D,240,R0-SEI,1.875,0,3.0625,1.811875416,1500
D,240,attack-rate,68.75,0,100,60.80113258,1500
D,240,sum [overall-infection] of turtles,344,0,344,158.0433045,1500
D,240,sum [forest-infected] of turtles,145,0,145,69.61359094,1500
D,240,sum [HDR-infected] of turtles,3,0,3,1.734843438,1500
D,240,sum [MDR-infected] of turtles,15,0,15,8.955363091,1500
D,240,sum [open-area-infected] of turtles,155,0,155,66.94603598,1500
D,240,sum [road-infected] of turtles,1,0,1,0.623584277,1500
D,240,sum [forest-edge-infected] of turtles,25,0,25,10.16988674,1500
D,241,R0-SEI,2.6875,0,3.875,2.12270986,1500
D,241,attack-rate,50,0,87.5,56.13341106,1500
D,241,sum [overall-infection] of turtles,381,0,381,189.9953364,1500
D,241,sum [forest-infected] of turtles,176,0,176,80.91272485,1500
D,241,sum [HDR-infected] of turtles,6,0,6,2.165889407,1500
D,241,sum [MDR-infected] of turtles,51,0,51,23.8107928,1500
D,241,sum [open-area-infected] of turtles,137,0,137,77.72218521,1500
D,241,sum [road-infected] of turtles,1,0,1,0.682211859,1500
D,241,sum [forest-edge-infected] of turtles,10,0,10,4.701532312,1500
D,242,R0-SEI,1.5,0,3.375,1.880996003,1500
D,242,attack-rate,62.5,0,93.75,65.67704863,1500
D,242,sum [overall-infection] of turtles,335,0,335,168.7121919,1500
D,242,sum [forest-infected] of turtles,180,0,180,87.96135909,1500
D,242,sum [HDR-infected] of turtles,3,0,3,1.602265157,1500
D,242,sum [MDR-infected] of turtles,24,0,24,10.14590273,1500
D,242,sum [open-area-infected] of turtles,106,0,106,55.06129247,1500
D,242,sum [road-infected] of turtles,3,0,3,1.666222518,1500
D,242,sum [forest-edge-infected] of turtles,19,0,19,12.2751499,1500
D,243,R0-SEI,2.25,0,3.1875,1.878289474,1500
D,243,attack-rate,68.75,0,100,68.91655563,1500
D,243,sum [overall-infection] of turtles,358,0,358,170.7388408,1500
D,243,sum [forest-infected] of turtles,165,0,165,75.39506995,1500
D,243,sum [HDR-infected] of turtles,3,0,3,2.522318454,1500
D,243,sum [MDR-infected] of turtles,45,0,45,22.01199201,1500
D,243,sum [open-area-infected] of turtles,128,0,128,62.13724184,1500
D,243,sum [road-infected] of turtles,2,0,2,1.660892738,1500
D,243,sum [forest-edge-infected] of turtles,15,0,15,7.011325783,1500
D,244,R0-SEI,1.625,0,2.6875,1.861175883,1500
D,244,attack-rate,50,0,93.75,64.3904064,1500
D,244,sum [overall-infection] of turtles,336,0,336,172.2291805,1500
D,244,sum [forest-infected] of turtles,163,0,163,83.10193205,1500
D,244,sum [HDR-infected] of turtles,5,0,5,2.467688208,1500
D,244,sum [MDR-infected] of turtles,18,0,18,11.87941372,1500
D,244,sum [open-area-infected] of turtles,136,0,136,66.89673551,1500
D,244,sum [road-infected] of turtles,1,0,1,0.243837442,1500
D,244,sum [forest-edge-infected] of turtles,13,0,13,7.639573618,1500
D,245,R0-SEI,2.0625,0,3.5,1.733386076,1500
D,245,attack-rate,56.25,0,93.75,63.96985343,1500
D,245,sum [overall-infection] of turtles,309,0,309,149.065956,1500
D,245,sum [forest-infected] of turtles,137,0,137,69.84543638,1500
D,245,sum [HDR-infected] of turtles,4,0,4,1.960692871,1500
D,245,sum [MDR-infected] of turtles,21,0,21,7.766822119,1500
D,245,sum [open-area-infected] of turtles,121,0,121,55.64556962,1500
D,245,sum [road-infected] of turtles,1,0,1,0.113924051,1500
D,245,sum [forest-edge-infected] of turtles,25,0,25,13.73351099,1500
