scenario,run-number,value,final,min,max,mean,ticks
F,304,attack-rate,62.5,0,93.75,65.48134577,1500
F,304,sum [overall-infection] of turtles,265,0,265,140.6402398,1500
F,304,sum [forest-infected] of turtles,151,0,151,78.64690207,1500
F,304,sum [HDR-infected] of turtles,3,0,3,1.415056629,1500
F,304,sum [MDR-infected] of turtles,27,0,27,14.71285809,1500
F,304,sum [open-area-infected] of turtles,74,0,74,38.93137908,1500
F,304,sum [road-infected] of turtles,0,0,0,0,1500
F,304,sum [forest-edge-infected] of turtles,10,0,10,6.934043971,1500
F,305,R0-SEI,0.125,0,0.125,0.059782609,22
F,305,attack-rate,0,0,6.25,5.706521739,22
F,305,sum [overall-infection] of turtles,2,0,2,0.956521739,22
F,305,sum [forest-infected] of turtles,1,0,1,0.869565217,22
F,305,sum [HDR-infected] of turtles,0,0,0,0,22
F,305,sum [MDR-infected] of turtles,0,0,0,0,22
F,305,sum [open-area-infected] of turtles,1,0,1,0.086956522,22
F,305,sum [road-infected] of turtles,0,0,0,0,22
F,305,sum [forest-edge-infected] of turtles,0,0,0,0,22
F,306,R0-SEI,2.6875,0,2.9375,1.674217189,1500
F,306,attack-rate,87.5,0,100,56.51648901,1500
F,306,sum [overall-infection] of turtles,284,0,284,140.922052,1500
F,306,sum [forest-infected] of turtles,147,0,147,72.53697535,1500
F,306,sum [HDR-infected] of turtles,5,0,5,1.609593604,1500
F,306,sum [MDR-infected] of turtles,28,0,28,13.43770819,1500
F,306,sum [open-area-infected] of turtles,86,0,86,44.23184544,1500
F,306,sum [road-infected] of turtles,0,0,0,0,1500
F,306,sum [forest-edge-infected] of turtles,18,0,18,9.10592938,1500
F,307,R0-SEI,1.4375,0,2.875,2.011867089,1500
F,307,attack-rate,56.25,0,93.75,62.61242505,1500
F,307,sum [overall-infection] of turtles,303,0,303,156.6562292,1500
F,307,sum [forest-infected] of turtles,150,0,150,75.83810793,1500
F,307,sum [HDR-infected] of turtles,14,0,14,4.952031979,1500
F,307,sum [MDR-infected] of turtles,36,0,36,20.60493005,1500
F,307,sum [open-area-infected] of turtles,91,0,91,48.64556962,1500
F,307,sum [road-infected] of turtles,1,0,1,0.226515656,1500
F,307,sum [forest-edge-infected] of turtles,11,0,11,6.389073951,1500
F,308,R0-SEI,2,0,2.875,1.668512658,1500
F,308,attack-rate,81.25,0,93.75,59.16472352,1500
F,308,sum [overall-infection] of turtles,286,0,286,140.8840773,1500
F,308,sum [forest-infected] of turtles,162,0,162,78.55496336,1500
F,308,sum [HDR-infected] of turtles,10,0,10,5.322451699,1500
F,308,sum [MDR-infected] of turtles,21,0,21,9.949367089,1500
F,308,sum [open-area-infected] of turtles,76,0,76,39.06528981,1500
F,308,sum [road-infected] of turtles,0,0,0,0,1500
F,308,sum [forest-edge-infected] of turtles,17,0,17,7.99200533,1500
F,309,R0-SEI,1.9375,0,2.875,1.773859094,1500
F,309,attack-rate,75,0,100,64.91505663,1500
F,309,sum [overall-infection] of turtles,284,0,284,141.2711526,1500
F,309,sum [forest-infected] of turtles,167,0,167,85.68421053,1500
F,309,sum [HDR-infected] of turtles,9,0,9,5.805463025,1500
F,309,sum [MDR-infected] of turtles,30,0,30,11.91272485,1500
F,309,sum [open-area-infected] of turtles,72,0,72,35.7721519,1500
F,309,sum [road-infected] of turtles,0,0,0,0,1500
F,309,sum [forest-edge-infected] of turtles,6,0,6,2.096602265,1500
F,310,R0-SEI,2.0625,0,2.6875,1.73550966,1500
F,310,attack-rate,68.75,0,100,65.47301799,1500
F,310,sum [overall-infection] of turtles,309,0,309,143.4177215,1500
F,310,sum [forest-infected] of turtles,167,0,167,80.63091272,1500
F,310,sum [HDR-infected] of turtles,8,0,8,3.050632911,1500
F,310,sum [MDR-infected] of turtles,34,0,34,13.37641572,1500
F,310,sum [open-area-infected] of turtles,91,0,91,42.61092605,1500
F,310,sum [road-infected] of turtles,0,0,0,0,1500
F,310,sum [forest-edge-infected] of turtles,9,0,9,3.748834111,1500
F,311,R0-SEI,0,0,0,0,7
F,311,attack-rate,0,0,6.25,4.6875,7
F,311,sum [overall-infection] of turtles,0,0,0,0,7
F,311,sum [forest-infected] of turtles,0,0,0,0,7
F,311,sum [HDR-infected] of turtles,0,0,0,0,7
F,311,sum [MDR-infected] of turtles,0,0,0,0,7
F,311,sum [open-area-infected] of turtles,0,0,0,0,7
F,311,sum [road-infected] of turtles,0,0,0,0,7
F,311,sum [forest-edge-infected] of turtles,0,0,0,0,7
F,312,R0-SEI,1.9375,0,3.0625,1.583277815,1500
F,312,attack-rate,43.75,0,93.75,61.13424384,1500
F,312,sum [overall-infection] of turtles,307,0,307,143.3124584,1500
F,312,sum [forest-infected] of turtles,159,0,159,77.40173218,1500
F,312,sum [HDR-infected] of turtles,7,0,7,3.534976682,1500
F,312,sum [MDR-infected] of turtles,37,0,37,14.4497002,1500
F,312,sum [open-area-infected] of turtles,89,0,89,40.72151899,1500
F,312,sum [road-infected] of turtles,0,0,0,0,1500
F,312,sum [forest-edge-infected] of turtles,15,0,15,7.204530313,1500
F,313,R0-SEI,1.6875,0,3.5,1.750499667,1500
F,313,attack-rate,68.75,0,100,61.31329114,1500
F,313,sum [overall-infection] of turtles,335,0,335,153.4103931,1500
F,313,sum [forest-infected] of turtles,169,0,169,78.76748834,1500
F,313,sum [HDR-infected] of turtles,16,0,16,6.285143238,1500
F,313,sum [MDR-infected] of turtles,42,0,42,17.91139241,1500
F,313,sum [open-area-infected] of turtles,95,0,95,43.96069287,1500
F,313,sum [road-infected] of turtles,1,0,1,0.654896736,1500
F,313,sum [forest-edge-infected] of turtles,12,0,12,5.83077948,1500
F,314,R0-SEI,0,0,0,0,1
F,314,attack-rate,0,0,0,0,1
F,314,sum [overall-infection] of turtles,0,0,0,0,1
F,314,sum [forest-infected] of turtles,0,0,0,0,1
F,314,sum [HDR-infected] of turtles,0,0,0,0,1
F,314,sum [MDR-infected] of turtles,0,0,0,0,1
F,314,sum [open-area-infected] of turtles,0,0,0,0,1
F,314,sum [road-infected] of turtles,0,0,0,0,1
F,314,sum [forest-edge-infected] of turtles,0,0,0,0,1
F,315,R0-SEI,0.9375,0,3.6875,2.019945037,1500
F,315,attack-rate,37.5,0,100,65.35226516,1500
F,315,sum [overall-infection] of turtles,321,0,321,149.6215856,1500
F,315,sum [forest-infected] of turtles,181,0,181,86.30846103,1500
F,315,sum [HDR-infected] of turtles,11,0,11,6.603597602,1500
F,315,sum [MDR-infected] of turtles,33,0,33,10.10926049,1500
F,315,sum [open-area-infected] of turtles,82,0,82,38.70019987,1500
F,315,sum [road-infected] of turtles,0,0,0,0,1500
F,315,sum [forest-edge-infected] of turtles,14,0,14,7.900066622,1500
F,316,R0-SEI,1.875,0,2.625,1.587441706,1500
F,316,attack-rate,75,0,93.75,61.81712192,1500
F,316,sum [overall-infection] of turtles,312,0,312,152.6908728,1500
F,316,sum [forest-infected] of turtles,165,0,165,83.14123917,1500
F,316,sum [HDR-infected] of turtles,12,0,12,4.119253831,1500
F,316,sum [MDR-infected] of turtles,27,0,27,13.46568954,1500
F,316,sum [open-area-infected] of turtles,99,0,99,47.36908728,1500
F,316,sum [road-infected] of turtles,0,0,0,0,1500
F,316,sum [forest-edge-infected] of turtles,9,0,9,4.595602931,1500
F,317,R0-SEI,1.75,0,2.75,1.521402398,1500
F,317,attack-rate,75,0,100,65.29397069,1500
F,317,sum [overall-infection] of turtles,283,0,283,135.7888075,1500
F,317,sum [forest-infected] of turtles,149,0,149,73.07594937,1500
F,317,sum [HDR-infected] of turtles,5,0,5,3.066622252,1500
F,317,sum [MDR-infected] of turtles,22,0,22,8.798800799,1500
F,317,sum [open-area-infected] of turtles,93,0,93,43.30846103,1500
F,317,sum [road-infected] of turtles,0,0,0,0,1500
F,317,sum [forest-edge-infected] of turtles,14,0,14,7.538974017,1500
F,318,R0-SEI,1.75,0,2.375,1.452906396,1500
F,318,attack-rate,56.25,0,93.75,58.83161226,1500
F,318,sum [overall-infection] of turtles,293,0,293,152.1432378,1500
F,318,sum [forest-infected] of turtles,142,0,142,79.5709527,1500
F,318,sum [HDR-infected] of turtles,14,0,14,6.80146569,1500
F,318,sum [MDR-infected] of turtles,41,0,41,20.80213191,1500
F,318,sum [open-area-infected] of turtles,85,0,85,39.70286476,1500
F,318,sum [road-infected] of turtles,0,0,0,0,1500
F,318,sum [forest-edge-infected] of turtles,11,0,11,5.265822785,1500
F,319,R0-SEI,0.0625,0,0.25,0.103658537,163
F,319,attack-rate,0,0,18.75,9.527439024,163
F,319,sum [overall-infection] of turtles,4,0,4,1.737804878,163
F,319,sum [forest-infected] of turtles,3,0,3,1.097560976,163
F,319,sum [HDR-infected] of turtles,0,0,0,0,163
F,319,sum [MDR-infected] of turtles,0,0,0,0,163
F,319,sum [open-area-infected] of turtles,1,0,1,0.640243902,163
F,319,sum [road-infected] of turtles,0,0,0,0,163
F,319,sum [forest-edge-infected] of turtles,0,0,0,0,163
F,320,R0-SEI,1.75,0,3.3125,1.856304131,1500
F,320,attack-rate,56.25,0,93.75,59.95586276,1500
F,320,sum [overall-infection] of turtles,309,0,309,140.3017988,1500
F,320,sum [forest-infected] of turtles,161,0,161,75.46835443,1500
F,320,sum [HDR-infected] of turtles,13,0,13,5.051299134,1500
F,320,sum [MDR-infected] of turtles,38,0,38,14.97868088,1500
F,320,sum [open-area-infected] of turtles,77,0,77,34.77415057,1500
F,320,sum [road-infected] of turtles,0,0,0,0,1500
F,320,sum [forest-edge-infected] of turtles,20,0,20,10.02931379,1500
F,321,R0-SEI,2.25,0,2.6875,1.807628248,1500
F,321,attack-rate,62.5,0,87.5,57.8697535,1500
F,321,sum [overall-infection] of turtles,336,0,336,165.4057295,1500
F,321,sum [forest-infected] of turtles,182,0,182,87.77614923,1500
F,321,sum [HDR-infected] of turtles,12,0,12,7.213857428,1500
F,321,sum [MDR-infected] of turtles,40,0,40,17.82811459,1500
F,321,sum [open-area-infected] of turtles,93,0,93,48.1212525,1500
F,321,sum [road-infected] of turtles,0,0,0,0,1500
F,321,sum [forest-edge-infected] of turtles,9,0,9,4.466355763,1500
F,322,R0-SEI,1.625,0,2.75,1.81708028,1500
F,322,attack-rate,56.25,0,93.75,63.99900067,1500
F,322,sum [overall-infection] of turtles,289,0,289,151.3830779,1500
F,322,sum [forest-infected] of turtles,159,0,159,82.94870087,1500
F,322,sum [HDR-infected] of turtles,7,0,7,3.18787475,1500
F,322,sum [MDR-infected] of turtles,36,0,36,19.61092605,1500
F,322,sum [open-area-infected] of turtles,77,0,77,39.77881412,1500
F,322,sum [road-infected] of turtles,0,0,0,0,1500
F,322,sum [forest-edge-infected] of turtles,10,0,10,5.856762159,1500
F,323,R0-SEI,0.0625,0,0.0625,0.013392857,13
F,323,attack-rate,0,0,6.25,5.357142857,13
F,323,sum [overall-infection] of turtles,1,0,1,0.214285714,13
F,323,sum [forest-infected] of turtles,1,0,1,0.214285714,13
F,323,sum [HDR-infected] of turtles,0,0,0,0,13
F,323,sum [MDR-infected] of turtles,0,0,0,0,13
F,323,sum [open-area-infected] of turtles,0,0,0,0,13
F,323,sum [road-infected] of turtles,0,0,0,0,13
F,323,sum [forest-edge-infected] of turtles,0,0,0,0,13
F,324,R0-SEI,1.125,0,3.25,1.560792805,1500
F,324,attack-rate,62.5,0,93.75,56.98700866,1500
F,324,sum [overall-infection] of turtles,301,0,301,139.787475,1500
F,324,sum [forest-infected] of turtles,156,0,156,72.20186542,1500
F,324,sum [HDR-infected] of turtles,10,0,10,5.081279147,1500
F,324,sum [MDR-infected] of turtles,29,0,29,15.24050633,1500
F,324,sum [open-area-infected] of turtles,88,0,88,40.20786143,1500
F,324,sum [road-infected] of turtles,0,0,0,0,1500
F,324,sum [forest-edge-infected] of turtles,18,0,18,7.055962692,1500
F,325,R0-SEI,2,0,3.5625,1.991672219,1500
F,325,attack-rate,62.5,0,93.75,63.28281146,1500
F,325,sum [overall-infection] of turtles,323,0,323,173.5656229,1500
F,325,sum [forest-infected] of turtles,189,0,189,104.3317788,1500
F,325,sum [HDR-infected] of turtles,8,0,8,3.407061959,1500
F,325,sum [MDR-infected] of turtles,37,0,37,18.28847435,1500
F,325,sum [open-area-infected] of turtles,73,0,73,38.66422385,1500
F,325,sum [road-infected] of turtles,0,0,0,0,1500
F,325,sum [forest-edge-infected] of turtles,16,0,16,8.874083944,1500
F,326,R0-SEI,2.3125,0,2.9375,1.840398068,1500
F,326,attack-rate,87.5,0,100,69.09560293,1500
F,326,sum [overall-infection] of turtles,277,0,277,139.7148568,1500
F,326,sum [forest-infected] of turtles,159,0,159,79.71685543,1500
F,326,sum [HDR-infected] of turtles,6,0,6,2.113924051,1500
F,326,sum [MDR-infected] of turtles,29,0,29,14.43770819,1500
F,326,sum [open-area-infected] of turtles,70,0,70,37.25183211,1500
F,326,sum [road-infected] of turtles,0,0,0,0,1500
F,326,sum [forest-edge-infected] of turtles,13,0,13,6.194536975,1500
F,327,R0-SEI,0,0,0.125,0.02671371,123
F,327,attack-rate,0,0,12.5,7.258064516,123
F,327,sum [overall-infection] of turtles,2,0,2,0.701612903,123
F,327,sum [forest-infected] of turtles,1,0,1,0.290322581,123
F,327,sum [HDR-infected] of turtles,0,0,0,0,123
F,327,sum [MDR-infected] of turtles,1,0,1,0.411290323,123
F,327,sum [open-area-infected] of turtles,0,0,0,0,123
F,327,sum [road-infected] of turtles,0,0,0,0,123
F,327,sum [forest-edge-infected] of turtles,0,0,0,0,123
F,328,R0-SEI,3,0,3.3125,1.930879414,1500
F,328,attack-rate,56.25,0,87.5,62.22518321,1500
F,328,sum [overall-infection] of turtles,342,0,342,170.6255829,1500
F,328,sum [forest-infected] of turtles,178,0,178,89.69353764,1500
F,328,sum [HDR-infected] of turtles,18,0,18,10.71552298,1500
F,328,sum [MDR-infected] of turtles,24,0,24,9.882744837,1500
F,328,sum [open-area-infected] of turtles,107,0,107,53.3817455,1500
F,328,sum [road-infected] of turtles,0,0,0,0,1500
F,328,sum [forest-edge-infected] of turtles,15,0,15,6.952031979,1500
F,329,R0-SEI,0.0625,0,0.0625,0.008333333,14
F,329,attack-rate,0,0,6.25,5.416666667,14
F,329,sum [overall-infection] of turtles,1,0,1,0.133333333,14
F,329,sum [forest-infected] of turtles,1,0,1,0.133333333,14
F,329,sum [HDR-infected] of turtles,0,0,0,0,14
F,329,sum [MDR-infected] of turtles,0,0,0,0,14
F,329,sum [open-area-infected] of turtles,0,0,0,0,14
F,329,sum [road-infected] of turtles,0,0,0,0,14
F,329,sum [forest-edge-infected] of turtles,0,0,0,0,14
F,330,R0-SEI,1.875,0,2.8125,1.80679547,1500
F,330,attack-rate,62.5,0,100,64.82761492,1500
F,330,sum [overall-infection] of turtles,308,0,308,146.5882745,1500
F,330,sum [forest-infected] of turtles,171,0,171,79.37241839,1500
F,330,sum [HDR-infected] of turtles,12,0,12,4.936042638,1500
F,330,sum [MDR-infected] of turtles,31,0,31,16.56562292,1500
F,330,sum [open-area-infected] of turtles,77,0,77,37.42438374,1500
F,330,sum [road-infected] of turtles,1,0,1,0.651565623,1500
F,330,sum [forest-edge-infected] of turtles,16,0,16,7.638241173,1500
F,331,R0-SEI,0,0,0,0,44
F,331,attack-rate,0,0,6.25,5.972222222,44
F,331,sum [overall-infection] of turtles,0,0,0,0,44
F,331,sum [forest-infected] of turtles,0,0,0,0,44
F,331,sum [HDR-infected] of turtles,0,0,0,0,44
F,331,sum [MDR-infected] of turtles,0,0,0,0,44
F,331,sum [open-area-infected] of turtles,0,0,0,0,44
F,331,sum [road-infected] of turtles,0,0,0,0,44
F,331,sum [forest-edge-infected] of turtles,0,0,0,0,44
F,332,R0-SEI,0,0,0,0,5
F,332,attack-rate,0,0,6.25,4.166666667,5
F,332,sum [overall-infection] of turtles,0,0,0,0,5
F,332,sum [forest-infected] of turtles,0,0,0,0,5
F,332,sum [HDR-infected] of turtles,0,0,0,0,5
F,332,sum [MDR-infected] of turtles,0,0,0,0,5
F,332,sum [open-area-infected] of turtles,0,0,0,0,5
F,332,sum [road-infected] of turtles,0,0,0,0,5
F,332,sum [forest-edge-infected] of turtles,0,0,0,0,5
F,333,R0-SEI,1.8125,0,2.6875,1.5739507,1500
F,333,attack-rate,56.25,0,93.75,60.73034644,1500
F,333,sum [overall-infection] of turtles,286,0,286,129.9433711,1500
F,333,sum [forest-infected] of turtles,170,0,170,78.18321119,1500
F,333,sum [HDR-infected] of turtles,12,0,12,5.988674217,1500
F,333,sum [MDR-infected] of turtles,29,0,29,13.83411059,1500
F,333,sum [open-area-infected] of turtles,62,0,62,27.11858761,1500
F,333,sum [road-infected] of turtles,0,0,0,0,1500
F,333,sum [forest-edge-infected] of turtles,13,0,13,4.818787475,1500
F,334,R0-SEI,2,0,3,1.976349101,1500
F,334,attack-rate,75,0,100,64.44870087,1500
F,334,sum [overall-infection] of turtles,334,0,334,156.9693538,1500
F,334,sum [forest-infected] of turtles,188,0,188,85.49833444,1500
F,334,sum [HDR-infected] of turtles,14,0,14,5.908061292,1500
F,334,sum [MDR-infected] of turtles,40,0,40,18.4437042,1500
F,334,sum [open-area-infected] of turtles,77,0,77,38.05596269,1500
F,334,sum [road-infected] of turtles,0,0,0,0,1500
F,334,sum [forest-edge-infected] of turtles,15,0,15,9.063291139,1500
F,335,R0-SEI,0.0625,0,0.0625,0.009191176,33
F,335,attack-rate,0,0,6.25,5.882352941,33
F,335,sum [overall-infection] of turtles,1,0,1,0.147058824,33
F,335,sum [forest-infected] of turtles,1,0,1,0.147058824,33
F,335,sum [HDR-infected] of turtles,0,0,0,0,33
F,335,sum [MDR-infected] of turtles,0,0,0,0,33
F,335,sum [open-area-infected] of turtles,0,0,0,0,33
F,335,sum [road-infected] of turtles,0,0,0,0,33
F,335,sum [forest-edge-infected] of turtles,0,0,0,0,33
F,336,R0-SEI,2.8125,0,2.9375,1.673176216,1500
F,336,attack-rate,93.75,0,93.75,58.84826782,1500
F,336,sum [overall-infection] of turtles,311,0,311,148.2278481,1500
F,336,sum [forest-infected] of turtles,174,0,174,86.5709527,1500
F,336,sum [HDR-infected] of turtles,7,0,7,3.403730846,1500
F,336,sum [MDR-infected] of turtles,43,0,43,20.55096602,1500
F,336,sum [open-area-infected] of turtles,79,0,79,34.56429047,1500
F,336,sum [road-infected] of turtles,1,0,1,0.295136576,1500
F,336,sum [forest-edge-infected] of turtles,7,0,7,2.842771486,1500
F,337,R0-SEI,1.9375,0,2.9375,1.675091606,1500
F,337,attack-rate,81.25,0,93.75,60.99267155,1500
F,337,sum [overall-infection] of turtles,319,0,319,147.8447702,1500
F,337,sum [forest-infected] of turtles,172,0,172,78.80279813,1500
F,337,sum [HDR-infected] of turtles,12,0,12,6.46568954,1500
F,337,sum [MDR-infected] of turtles,42,0,42,18.0799467,1500
F,337,sum [open-area-infected] of turtles,80,0,80,39.77881412,1500
F,337,sum [road-infected] of turtles,0,0,0,0,1500
F,337,sum [forest-edge-infected] of turtles,13,0,13,4.717521652,1500
F,338,R0-SEI,2.125,0,2.3125,1.528314457,1500
F,338,attack-rate,56.25,0,93.75,59.14806795,1500
F,338,sum [overall-infection] of turtles,327,0,327,156.0612925,1500
F,338,sum [forest-infected] of turtles,178,0,178,84.80413058,1500
F,338,sum [HDR-infected] of turtles,7,0,7,3.596935376,1500
F,338,sum [MDR-infected] of turtles,36,0,36,15.87541639,1500
F,338,sum [open-area-infected] of turtles,90,0,90,44.07861426,1500
F,338,sum [road-infected] of turtles,0,0,0,0,1500
F,338,sum [forest-edge-infected] of turtles,16,0,16,7.706195869,1500
F,339,R0-SEI,2.5625,0,2.9375,1.685084943,1500
F,339,attack-rate,81.25,0,100,62.9497002,1500
F,339,sum [overall-infection] of turtles,299,0,299,139.4816789,1500
F,339,sum [forest-infected] of turtles,158,0,158,73.56828781,1500
F,339,sum [HDR-infected] of turtles,17,0,17,6.123917388,1500
F,339,sum [MDR-infected] of turtles,37,0,37,18.14656895,1500
F,339,sum [open-area-infected] of turtles,69,0,69,33.93471019,1500
F,339,sum [road-infected] of turtles,0,0,0,0,1500
F,339,sum [forest-edge-infected] of turtles,18,0,18,7.708194537,1500
F,340,R0-SEI,1.75,0,2.375,1.459068954,1500
F,340,attack-rate,68.75,0,93.75,59.16055963,1500
F,340,sum [overall-infection] of turtles,300,0,300,148.6628914,1500
F,340,sum [forest-infected] of turtles,172,0,172,85.23317788,1500
F,340,sum [HDR-infected] of turtles,3,0,3,2.070619587,1500
F,340,sum [MDR-infected] of turtles,36,0,36,20.14923384,1500
F,340,sum [open-area-infected] of turtles,78,0,78,36.60626249,1500
F,340,sum [road-infected] of turtles,0,0,0,0,1500
F,340,sum [forest-edge-infected] of turtles,11,0,11,4.603597602,1500
F,341,R0-SEI,1.9375,0,3.375,1.784227182,1500
F,341,attack-rate,62.5,0,93.75,59.68937375,1500
F,341,sum [overall-infection] of turtles,306,0,306,156.2451699,1500
F,341,sum [forest-infected] of turtles,178,0,178,95.43171219,1500
F,341,sum [HDR-infected] of turtles,7,0,7,3,1500
F,341,sum [MDR-infected] of turtles,30,0,30,10.79013991,1500
F,341,sum [open-area-infected] of turtles,82,0,82,43.42571619,1500
F,341,sum [road-infected] of turtles,0,0,0,0,1500
F,341,sum [forest-edge-infected] of turtles,9,0,9,3.597601599,1500
F,342,R0-SEI,2,0,3.4375,1.875249833,1500
F,342,attack-rate,62.5,0,93.75,62.99966689,1500
F,342,sum [overall-infection] of turtles,296,0,296,140.3391073,1500
F,342,sum [forest-infected] of turtles,153,0,153,70.51299134,1500
F,342,sum [HDR-infected] of turtles,13,0,13,5.291805463,1500
F,342,sum [MDR-infected] of turtles,24,0,24,10.57295137,1500
F,342,sum [open-area-infected] of turtles,84,0,84,43.47768155,1500
F,342,sum [road-infected] of turtles,0,0,0,0,1500
F,342,sum [forest-edge-infected] of turtles,22,0,22,10.48367755,1500
F,343,R0-SEI,0,0,0,0,26
F,343,attack-rate,0,0,6.25,5.787037037,26
F,343,sum [overall-infection] of turtles,0,0,0,0,26
F,343,sum [forest-infected] of turtles,0,0,0,0,26
F,343,sum [HDR-infected] of turtles,0,0,0,0,26
F,343,sum [MDR-infected] of turtles,0,0,0,0,26
F,343,sum [open-area-infected] of turtles,0,0,0,0,26
F,343,sum [road-infected] of turtles,0,0,0,0,26
F,343,sum [forest-edge-infected] of turtles,0,0,0,0,26
F,344,R0-SEI,1.9375,0,2.5,1.532228514,1500
F,344,attack-rate,81.25,0,100,59.61442372,1500
F,344,sum [overall-infection] of turtles,270,0,270,131.236509,1500
F,344,sum [forest-infected] of turtles,139,0,139,67.95003331,1500
F,344,sum [HDR-infected] of turtles,7,0,7,3.598267821,1500
F,344,sum [MDR-infected] of turtles,34,0,34,14.94536975,1500
F,344,sum [open-area-infected] of turtles,75,0,75,36.93604264,1500
F,344,sum [road-infected] of turtles,1,0,1,0.538307795,1500
F,344,sum [forest-edge-infected] of turtles,14,0,14,7.268487675,1500
F,345,R0-SEI,1.875,0,2.5625,1.566164224,1500
F,345,attack-rate,75,0,93.75,64.20303131,1500
F,345,sum [overall-infection] of turtles,277,0,277,143.5469687,1500
F,345,sum [forest-infected] of turtles,163,0,163,82.21385743,1500
F,345,sum [HDR-infected] of turtles,10,0,10,5.593604264,1500
F,345,sum [MDR-infected] of turtles,26,0,26,14.66822119,1500
F,345,sum [open-area-infected] of turtles,63,0,63,32.92071952,1500
F,345,sum [road-infected] of turtles,0,0,0,0,1500
F,345,sum [forest-edge-infected] of turtles,15,0,15,8.150566289,1500
F,346,R0-SEI,0.125,0,0.125,0.025462963,26
F,346,attack-rate,0,0,6.25,5.787037037,26
F,346,sum [overall-infection] of turtles,2,0,2,0.407407407,26
F,346,sum [forest-infected] of turtles,2,0,2,0.407407407,26
F,346,sum [HDR-infected] of turtles,0,0,0,0,26
F,346,sum [MDR-infected] of turtles,0,0,0,0,26
F,346,sum [open-area-infected] of turtles,0,0,0,0,26
F,346,sum [road-infected] of turtles,0,0,0,0,26
F,346,sum [forest-edge-infected] of turtles,0,0,0,0,26
F,347,R0-SEI,0,0,0,0,12
F,347,attack-rate,0,0,6.25,5.288461538,12
F,347,sum [overall-infection] of turtles,0,0,0,0,12
F,347,sum [forest-infected] of turtles,0,0,0,0,12
F,347,sum [HDR-infected] of turtles,0,0,0,0,12
F,347,sum [MDR-infected] of turtles,0,0,0,0,12
F,347,sum [open-area-infected] of turtles,0,0,0,0,12
F,347,sum [road-infected] of turtles,0,0,0,0,12
F,347,sum [forest-edge-infected] of turtles,0,0,0,0,12
F,348,R0-SEI,0,0,0.0625,0.054347826,22
F,348,attack-rate,0,0,12.5,8.423913043,22
F,348,sum [overall-infection] of turtles,1,0,1,0.913043478,22
F,348,sum [forest-infected] of turtles,0,0,0,0,22
F,348,sum [HDR-infected] of turtles,0,0,0,0,22
F,348,sum [MDR-infected] of turtles,0,0,0,0,22
F,348,sum [open-area-infected] of turtles,1,0,1,0.913043478,22
F,348,sum [road-infected] of turtles,0,0,0,0,22
F,348,sum [forest-edge-infected] of turtles,0,0,0,0,22
F,349,R0-SEI,2.9375,0,3.0625,1.996877082,1500
F,349,attack-rate,81.25,0,100,63.86159227,1500
F,349,sum [overall-infection] of turtles,307,0,307,146.6282478,1500
F,349,sum [forest-infected] of turtles,180,0,180,86.06728847,1500
F,349,sum [HDR-infected] of turtles,8,0,8,3.964690207,1500
F,349,sum [MDR-infected] of turtles,20,0,20,9.061958694,1500
F,349,sum [open-area-infected] of turtles,83,0,83,38.97001999,1500
F,349,sum [road-infected] of turtles,0,0,0,0,1500
F,349,sum [forest-edge-infected] of turtles,16,0,16,8.564290473,1500
F,350,R0-SEI,1.875,0,2.75,1.840647901,1500
F,350,attack-rate,75,0,93.75,62.02948035,1500
F,350,sum [overall-infection] of turtles,324,0,324,165.3371086,1500
F,350,sum [forest-infected] of turtles,188,0,188,96.8047968,1500
F,350,sum [HDR-infected] of turtles,6,0,6,3.213857428,1500
F,350,sum [MDR-infected] of turtles,38,0,38,18.0266489,1500
F,350,sum [open-area-infected] of turtles,79,0,79,42.65023318,1500
F,350,sum [road-infected] of turtles,0,0,0,0,1500
F,350,sum [forest-edge-infected] of turtles,13,0,13,4.641572285,1500
G,351,R0-SEI,0,0,0,0,18
G,351,attack-rate,0,0,6.25,5.592105263,18
G,351,sum [overall-infection] of turtles,0,0,0,0,18
G,351,sum [forest-infected] of turtles,0,0,0,0,18
G,351,sum [HDR-infected] of turtles,0,0,0,0,18
G,351,sum [MDR-infected] of turtles,0,0,0,0,18
G,351,sum [open-area-infected] of turtles,0,0,0,0,18
G,351,sum [road-infected] of turtles,0,0,0,0,18
G,351,sum [forest-edge-infected] of turtles,0,0,0,0,18
G,352,R0-SEI,1.6875,0,2.5625,1.502706529,1500
G,352,attack-rate,68.75,0,87.5,58.34443704,1500
G,352,sum [overall-infection] of turtles,315,0,315,154.0566289,1500
G,352,sum [forest-infected] of turtles,150,0,150,80.67221852,1500
G,352,sum [HDR-infected] of turtles,17,0,17,6.220519654,1500
G,352,sum [MDR-infected] of turtles,43,0,43,18.81212525,1500
G,352,sum [open-area-infected] of turtles,91,0,91,41.66355763,1500
G,352,sum [road-infected] of turtles,0,0,0,0,1500
G,352,sum [forest-edge-infected] of turtles,14,0,14,6.688207861,1500
G,353,R0-SEI,1.9375,0,3.5625,2.012408394,1500
G,353,attack-rate,62.5,0,93.75,63.99900067,1500
G,353,sum [overall-infection] of turtles,372,0,372,184.0586276,1500
G,353,sum [forest-infected] of turtles,185,0,185,90.92671552,1500
G,353,sum [HDR-infected] of turtles,10,0,10,5.395736176,1500
G,353,sum [MDR-infected] of turtles,57,0,57,29.78014657,1500
G,353,sum [open-area-infected] of turtles,109,0,109,53.18454364,1500
